"ADMITYEAR";"STUDENTID";"STUDENTSTATUS";"STUDENTSTATUSNAME";"PROVINCEID";"PROVINCENAME";"BIRTHDATE";"SCHOOLGPA"
2556;423651;90;"Not Registration for New Students";96;"NARATHIWAT";7/8/1990 0:00:00;3.88
2556;424317;10;"Normal";12;"PATHUM THANI";1/5/1995 0:00:00;2.87
2556;424318;10;"Normal";47;"SAKON NAKHON";13/8/1994 0:00:00;3.39
2556;424319;10;"Normal";18;"SARABURI";20/12/1993 0:00:00;3.02
2556;424320;92;"Disclaim / Not Interview";;;;
2556;424321;80;"Dismissed Not Enroll";11;"NONTHABURI";23/7/1994 0:00:00;3.73
2556;424322;92;"Disclaim / Not Interview";;;;
2556;424323;10;"Normal";31;"BURI RAM";27/1/1994 0:00:00;3.21
2556;424324;10;"Normal";32;"SURIN";15/10/1995 0:00:00;3.06
2556;424325;80;"Dismissed Not Enroll";76;"PHETCHABURI";21/6/1994 0:00:00;2.94
2556;424326;10;"Normal";1;"BANGKOK";16/10/1990 0:00:00;2.72
2556;424327;10;"Normal";44;"MAHA SARAKHAM";15/12/1995 0:00:00;2.66
2556;424328;10;"Normal";12;"PATHUM THANI";3/12/1995 0:00:00;3.35
2556;424329;10;"Normal";67;"PHETCHABUN";24/6/1995 0:00:00;3.56
2556;424330;10;"Normal";1;"BANGKOK";5/4/1995 0:00:00;3.22
2556;424331;10;"Normal";1;"BANGKOK";4/5/1995 0:00:00;2.9
2556;424332;10;"Normal";1;"BANGKOK";20/6/1995 0:00:00;3.49
2556;424333;10;"Normal";53;"UTTARADIT";14/4/1995 0:00:00;3.24
2556;424334;10;"Normal";12;"PATHUM THANI";10/9/1993 0:00:00;3.25
2556;424335;92;"Disclaim / Not Interview";;;;
2556;424336;92;"Disclaim / Not Interview";;;;
2556;427159;80;"Dismissed Not Enroll";12;"PATHUM THANI";29/9/1992 0:00:00;2.93
2556;427160;10;"Normal";76;"PHETCHABURI";31/10/1989 0:00:00;2.29
2556;427161;10;"Normal";1;"BANGKOK";3/2/1994 0:00:00;2.74
2556;427162;10;"Normal";1;"BANGKOK";11/5/1994 0:00:00;2.72
2556;427163;90;"Not Registration for New Students";;;;
2556;427164;10;"Normal";25;"PRACHIN BURI";26/4/1994 0:00:00;3.08
2556;427165;10;"Normal";1;"BANGKOK";15/6/1995 0:00:00;3.19
2556;427166;10;"Normal";90;"SONGKHLA";28/1/1994 0:00:00;3.29
2556;427167;61;"Dismissed GPAX < 1.50";16;"SING BURI";5/7/1992 0:00:00;2.37
2556;427168;61;"Dismissed GPAX < 1.50";13;"PHRA NAKHON SI AYUTTHAYA";29/7/1992 0:00:00;2.72
2556;427169;10;"Normal";1;"BANGKOK";8/8/1992 0:00:00;2.93
2556;427170;55;"Resign";1;"BANGKOK";16/6/1994 0:00:00;2.56
2556;427171;61;"Dismissed GPAX < 1.50";1;"BANGKOK";1/5/1995 0:00:00;2.75
2556;427172;12;"Leave";1;"BANGKOK";31/7/1994 0:00:00;2.04
2556;427173;10;"Normal";26;"NAKHON NAYOK";26/2/1991 0:00:00;3.27
2556;427174;10;"Normal";1;"BANGKOK";18/11/1993 0:00:00;2.49
2556;427175;90;"Not Registration for New Students";;;;
2556;427176;61;"Dismissed GPAX < 1.50";60;"NAKHON SAWAN";20/11/1994 0:00:00;2.45
2556;427177;10;"Normal";43;"NONG KHAI";21/4/1995 0:00:00;2.76
2556;427178;10;"Normal";1;"BANGKOK";14/2/1993 0:00:00;3.23
2556;427179;10;"Normal";30;"NAKHON RATCHASIMA";11/5/1991 0:00:00;3.06
2556;427180;10;"Normal";76;"PHETCHABURI";10/9/1994 0:00:00;3.16
2556;427181;90;"Not Registration for New Students";;;;
2556;427182;55;"Resign";19;"SAMUT PRAKAN";28/1/1995 0:00:00;3.39
2556;427183;10;"Normal";11;"NONTHABURI";14/4/1994 0:00:00;2.95
2556;427184;90;"Not Registration for New Students";;;;
2556;427185;10;"Normal";1;"BANGKOK";16/10/1994 0:00:00;3.52
2556;427186;90;"Not Registration for New Students";;;;
2556;427187;61;"Dismissed GPAX < 1.50";70;"RATCHABURI";8/2/1995 0:00:00;2.77
2556;427188;61;"Dismissed GPAX < 1.50";41;"UDON THANI";11/2/1994 0:00:00;2.42
2556;427189;10;"Normal";1;"BANGKOK";12/7/1994 0:00:00;3.11
2556;427190;10;"Normal";1;"BANGKOK";31/10/1994 0:00:00;2.16
2556;427191;10;"Normal";1;"BANGKOK";14/12/1994 0:00:00;3.16
2556;427192;80;"Dismissed Not Enroll";75;"SAMUT SONGKHRAM";30/6/1993 0:00:00;2.13
2556;427193;61;"Dismissed GPAX < 1.50";77;"PRACHUAP KHIRI KHAN";12/9/1992 0:00:00;2.96
2556;427194;90;"Not Registration for New Students";;;;
2556;427195;10;"Normal";1;"BANGKOK";30/3/1995 0:00:00;2.75
2556;427196;10;"Normal";14;"ANG THONG";24/5/1994 0:00:00;3
2556;427197;10;"Normal";77;"PRACHUAP KHIRI KHAN";1/8/1994 0:00:00;2.97
2556;427198;10;"Normal";15;"LOP BURI";19/9/1994 0:00:00;3.52
2556;427199;10;"Normal";12;"PATHUM THANI";28/7/1994 0:00:00;3.38
2556;427200;61;"Dismissed GPAX < 1.50";12;"PATHUM THANI";7/3/1994 0:00:00;2.91
2556;427201;10;"Normal";1;"BANGKOK";25/10/1993 0:00:00;2.65
2556;427202;10;"Normal";26;"NAKHON NAYOK";10/4/1995 0:00:00;2.2
2556;427203;10;"Normal";1;"BANGKOK";6/4/1992 0:00:00;2.57
2556;427204;10;"Normal";1;"BANGKOK";29/3/1994 0:00:00;3.35
2556;427205;55;"Resign";1;"BANGKOK";31/5/1994 0:00:00;3.68
2556;427206;10;"Normal";12;"PATHUM THANI";18/4/1995 0:00:00;3.13
2556;427207;10;"Normal";61;"UTHAI THANI";15/3/1993 0:00:00;2.75
2556;427208;55;"Resign";60;"NAKHON SAWAN";4/4/1995 0:00:00;2.42
2556;427209;55;"Resign";1;"BANGKOK";11/4/1995 0:00:00;2.23
2556;427210;90;"Not Registration for New Students";;;;
2556;427211;10;"Normal";1;"BANGKOK";21/7/1994 0:00:00;2.87
2556;427212;10;"Normal";50;"CHIANG MAI";29/11/1991 0:00:00;3.02
2556;427879;55;"Resign";12;"PATHUM THANI";9/3/1993 0:00:00;2.14
2556;427880;10;"Normal";1;"BANGKOK";9/6/1994 0:00:00;1.97
2556;427881;10;"Normal";1;"BANGKOK";12/6/1995 0:00:00;2.22
2556;427882;10;"Normal";1;"BANGKOK";15/5/1992 0:00:00;2.21
2556;427883;10;"Normal";1;"BANGKOK";2/7/1993 0:00:00;2.74
2556;427884;61;"Dismissed GPAX < 1.50";26;"NAKHON NAYOK";5/7/1993 0:00:00;2.89
2556;427885;10;"Normal";12;"PATHUM THANI";30/4/1995 0:00:00;2.95
2556;441315;71;"Timeout (Foreigner / Exchange Student)";;;;
2557;435519;90;"Not Registration for New Students";;;;
2557;435520;10;"Normal";21;"RAYONG";14/5/1996 0:00:00;3.08
2557;435521;10;"Normal";1;"BANGKOK";22/1/1996 0:00:00;3.01
2557;435522;10;"Normal";12;"PATHUM THANI";11/5/1996 0:00:00;3.67
2557;435523;90;"Not Registration for New Students";;;;
2557;435524;10;"Normal";24;"CHACHOENGSAO";27/6/1995 0:00:00;3.3
2557;435525;90;"Not Registration for New Students";;;;
2557;435526;90;"Not Registration for New Students";;;;
2557;435527;10;"Normal";70;"RATCHABURI";31/8/1995 0:00:00;3.84
2557;435528;90;"Not Registration for New Students";;;;
2557;435529;90;"Not Registration for New Students";;;;
2557;435530;10;"Normal";1;"BANGKOK";8/12/1995 0:00:00;3.41
2557;435531;90;"Not Registration for New Students";;;;
2557;435532;10;"Normal";14;"ANG THONG";23/4/1996 0:00:00;3.61
2557;435533;90;"Not Registration for New Students";;;;
2557;439499;10;"Normal";12;"PATHUM THANI";28/12/1995 0:00:00;3.84
2557;439500;10;"Normal";1;"BANGKOK";6/11/1995 0:00:00;3.01
2557;439501;10;"Normal";1;"BANGKOK";10/6/1996 0:00:00;3.54
2557;439502;10;"Normal";72;"SUPHAN BURI";21/2/1996 0:00:00;2.96
2557;439503;10;"Normal";1;"BANGKOK";20/7/1996 0:00:00;3.49
2557;439504;10;"Normal";75;"SAMUT SONGKHRAM";4/1/1996 0:00:00;2.92
2557;439505;10;"Normal";72;"SUPHAN BURI";19/7/1996 0:00:00;3.52
2557;439506;10;"Normal";12;"PATHUM THANI";9/1/1996 0:00:00;2.91
2557;440213;10;"Normal";1;"BANGKOK";28/3/1995 0:00:00;3.33
2557;441839;90;"Not Registration for New Students";51;"LAMPHUN";24/5/1996 0:00:00;3.17
2557;441840;90;"Not Registration for New Students";;;;
2557;441841;90;"Not Registration for New Students";;;;
2557;444123;92;"Disclaim / Not Interview";;;;
2557;444124;10;"Normal";13;"PHRA NAKHON SI AYUTTHAYA";10/1/1996 0:00:00;3.25
2557;444125;10;"Normal";1;"BANGKOK";4/3/1996 0:00:00;3.64
2557;444126;10;"Normal";72;"SUPHAN BURI";20/6/1995 0:00:00;3.43
2557;444127;10;"Normal";1;"BANGKOK";2/3/1995 0:00:00;3.33
2557;444128;10;"Normal";62;"KAMPHAENG PHET";23/10/1994 0:00:00;3.23
2557;444129;10;"Normal";61;"UTHAI THANI";23/6/1996 0:00:00;3.38
2557;444130;10;"Normal";1;"BANGKOK";19/7/1996 0:00:00;3.55
2557;444131;10;"Normal";11;"NONTHABURI";1/9/1995 0:00:00;3.77
2557;444132;10;"Normal";12;"PATHUM THANI";24/2/1996 0:00:00;3.56
2557;444133;10;"Normal";22;"CHANTHABURI";11/5/1996 0:00:00;3.57
2557;444134;10;"Normal";1;"BANGKOK";13/12/1994 0:00:00;2.89
2557;444135;10;"Normal";11;"NONTHABURI";25/2/1996 0:00:00;3.65
2557;444136;10;"Normal";1;"BANGKOK";24/11/1995 0:00:00;3.5
2557;444137;10;"Normal";25;"PRACHIN BURI";17/4/1996 0:00:00;3.79
2557;444138;92;"Disclaim / Not Interview";;;;
2557;444139;10;"Normal";71;"KANCHANABURI";29/6/1995 0:00:00;3.64
2557;444140;10;"Normal";16;"SING BURI";12/4/1995 0:00:00;3.01
2557;444141;92;"Disclaim / Not Interview";;;;
2557;444142;10;"Normal";72;"SUPHAN BURI";10/4/1996 0:00:00;3.69
2557;444143;10;"Normal";44;"MAHA SARAKHAM";2/11/1995 0:00:00;3.89
2557;444144;10;"Normal";13;"PHRA NAKHON SI AYUTTHAYA";4/10/1995 0:00:00;3.44
2557;444145;10;"Normal";19;"SAMUT PRAKAN";28/1/1995 0:00:00;3.39
2557;444146;10;"Normal";1;"BANGKOK";14/12/1995 0:00:00;3.28
2557;444147;10;"Normal";20;"CHON BURI";16/4/1995 0:00:00;2.95
2557;444148;10;"Normal";20;"CHON BURI";15/12/1995 0:00:00;3.67
2557;444149;10;"Normal";1;"BANGKOK";16/7/1995 0:00:00;3.07
2557;444150;10;"Normal";1;"BANGKOK";23/5/1996 0:00:00;3.51
2557;444151;10;"Normal";33;"SI SA KET";30/7/1995 0:00:00;3.66
2557;444152;10;"Normal";11;"NONTHABURI";29/7/1995 0:00:00;3.52
2557;444153;10;"Normal";1;"BANGKOK";18/4/1994 0:00:00;3.6
2557;444154;10;"Normal";1;"BANGKOK";8/10/1995 0:00:00;3.42
2557;444155;10;"Normal";12;"PATHUM THANI";29/1/1996 0:00:00;3.3
2557;444156;10;"Normal";1;"BANGKOK";28/3/1996 0:00:00;3.56
2557;444157;10;"Normal";1;"BANGKOK";27/1/1996 0:00:00;3.7
2557;444158;10;"Normal";55;"NAN";4/3/1995 0:00:00;3.34
2557;444159;10;"Normal";11;"NONTHABURI";2/3/1996 0:00:00;3.21
2557;444160;10;"Normal";31;"BURI RAM";11/3/1995 0:00:00;3.62
2557;444161;10;"Normal";1;"BANGKOK";17/11/1995 0:00:00;3.81
2557;444162;55;"Resign";24;"CHACHOENGSAO";16/10/1995 0:00:00;3.39
2557;444163;10;"Normal";1;"BANGKOK";28/10/1995 0:00:00;3.44
2557;444164;10;"Normal";1;"BANGKOK";4/1/1996 0:00:00;3.26
2557;444165;10;"Normal";72;"SUPHAN BURI";22/3/1996 0:00:00;3.6
2557;444166;10;"Normal";96;"NARATHIWAT";13/6/1995 0:00:00;3.23
2557;444167;92;"Disclaim / Not Interview";;;;
2557;444168;10;"Normal";13;"PHRA NAKHON SI AYUTTHAYA";29/10/1995 0:00:00;3.59
2557;444169;92;"Disclaim / Not Interview";;;;
2557;444170;10;"Normal";18;"SARABURI";9/9/1994 0:00:00;3.41
2557;444171;92;"Disclaim / Not Interview";;;;
2557;444172;10;"Normal";1;"BANGKOK";8/6/1995 0:00:00;3.01
2557;444173;10;"Normal";46;"KALASIN";22/9/1994 0:00:00;3.41
2557;444174;10;"Normal";71;"KANCHANABURI";19/10/1995 0:00:00;3.23
2557;444175;10;"Normal";74;"SAMUT SAKHON";14/3/1996 0:00:00;3.45
2557;444176;10;"Normal";1;"BANGKOK";21/5/1996 0:00:00;3.83
2557;444177;10;"Normal";12;"PATHUM THANI";16/10/1995 0:00:00;3.08
2557;444178;10;"Normal";99;"N/A";15/1/1996 0:00:00;3.1
2557;444179;10;"Normal";1;"BANGKOK";11/1/1996 0:00:00;3.13
2557;444180;10;"Normal";1;"BANGKOK";31/5/1994 0:00:00;3.68
2557;444181;10;"Normal";13;"PHRA NAKHON SI AYUTTHAYA";16/4/1996 0:00:00;3.46
2557;444182;10;"Normal";73;"NAKHON PATHOM";23/6/1995 0:00:00;3.06
2557;444183;92;"Disclaim / Not Interview";;;;
2557;444184;10;"Normal";77;"PRACHUAP KHIRI KHAN";18/12/1995 0:00:00;3.45
2557;444185;10;"Normal";12;"PATHUM THANI";19/10/1994 0:00:00;3.65
2557;444186;10;"Normal";52;"LAMPANG";20/8/1996 0:00:00;3.66
2557;444187;90;"Not Registration for New Students";;;;
2557;444188;92;"Disclaim / Not Interview";;;;
2557;444189;92;"Disclaim / Not Interview";;;;
2557;444190;10;"Normal";67;"PHETCHABUN";11/9/1994 0:00:00;3.78
2557;444191;10;"Normal";1;"BANGKOK";1/9/1994 0:00:00;3.22
2557;444192;10;"Normal";74;"SAMUT SAKHON";16/10/1995 0:00:00;3.5
2557;444193;10;"Normal";30;"NAKHON RATCHASIMA";8/5/1996 0:00:00;3.33
2557;444194;10;"Normal";1;"BANGKOK";26/1/1996 0:00:00;3.72
2557;444195;10;"Normal";95;"YALA";10/3/1996 0:00:00;3.67
2557;444196;10;"Normal";66;"PHICHIT";2/4/1995 0:00:00;3.53
2557;444197;10;"Normal";20;"CHON BURI";30/9/1995 0:00:00;3.4
2557;444198;10;"Normal";1;"BANGKOK";5/12/1994 0:00:00;3.51
2557;444199;90;"Not Registration for New Students";70;"RATCHABURI";20/5/1992 0:00:00;3.14
2557;444200;10;"Normal";1;"BANGKOK";9/2/1996 0:00:00;3.46
2557;444201;10;"Normal";16;"SING BURI";20/1/1989 0:00:00;3.62
2557;444202;10;"Normal";17;"CHAI NAT";26/12/1995 0:00:00;3.44
2557;444203;92;"Disclaim / Not Interview";;;;
2557;444204;10;"Normal";70;"RATCHABURI";28/11/1995 0:00:00;3.68
2557;445955;10;"Normal";1;"BANGKOK";19/12/1995 0:00:00;3
2557;445956;10;"Normal";1;"BANGKOK";1/8/1995 0:00:00;2.95
2557;445957;10;"Normal";25;"PRACHIN BURI";14/5/1996 0:00:00;3.74
2557;445958;10;"Normal";19;"SAMUT PRAKAN";28/9/1995 0:00:00;3.34
2557;445959;10;"Normal";48;"NAKHON PHANOM";31/12/1995 0:00:00;2.7
2557;445960;10;"Normal";1;"BANGKOK";24/5/1995 0:00:00;3.26
2557;445961;10;"Normal";20;"CHON BURI";2/2/1995 0:00:00;3.71
2557;445962;92;"Disclaim / Not Interview";;;;
2557;445963;10;"Normal";30;"NAKHON RATCHASIMA";21/4/1996 0:00:00;3.11
2557;445964;10;"Normal";1;"BANGKOK";18/2/1996 0:00:00;2.84
2557;445965;10;"Normal";84;"SURAT THANI";28/11/1994 0:00:00;2.63
2557;445966;10;"Normal";1;"BANGKOK";10/7/1996 0:00:00;2.91
2557;445967;10;"Normal";70;"RATCHABURI";19/8/1995 0:00:00;2.81
2557;445968;10;"Normal";80;"NAKHON SI THAMMARAT";12/5/1995 0:00:00;3.26
2557;445969;10;"Normal";12;"PATHUM THANI";6/3/1996 0:00:00;3.13
2557;445970;90;"Not Registration for New Students";;;;
2557;445971;92;"Disclaim / Not Interview";;;;
2557;445972;10;"Normal";99;"N/A";12/3/1996 0:00:00;3.16
2557;445973;10;"Normal";1;"BANGKOK";20/1/1996 0:00:00;3.15
2557;445974;10;"Normal";92;"TRANG";12/1/1995 0:00:00;3.42
2557;446001;10;"Normal";30;"NAKHON RATCHASIMA";1/2/1996 0:00:00;3.33
2557;446002;92;"Disclaim / Not Interview";;;;
2557;446003;10;"Normal";51;"LAMPHUN";10/10/1995 0:00:00;2.26
2557;446004;10;"Normal";94;"PATTANI";1/10/1995 0:00:00;1.66
2557;446005;92;"Disclaim / Not Interview";;;;
2557;446006;10;"Normal";25;"PRACHIN BURI";13/1/1996 0:00:00;2.85
2557;446007;92;"Disclaim / Not Interview";;;;
2557;446008;10;"Normal";65;"PHITSANULOK";9/11/1995 0:00:00;2.62
2557;446009;92;"Disclaim / Not Interview";;;;
2557;446010;92;"Disclaim / Not Interview";;;;
2557;446011;10;"Normal";12;"PATHUM THANI";15/4/1995 0:00:00;3.11
2557;446012;10;"Normal";72;"SUPHAN BURI";20/9/1995 0:00:00;3.39
2557;446398;10;"Normal";14;"ANG THONG";12/9/1996 0:00:00;3.5
2557;446399;10;"Normal";1005;"CHINA";12/11/1995 0:00:00;3.11
2557;446400;10;"Normal";63;"TAK";15/2/1996 0:00:00;3.76
2557;446401;10;"Normal";63;"TAK";10/7/1995 0:00:00;3.17
2557;446503;10;"Normal";1;"BANGKOK";15/10/1995 0:00:00;3.06
2557;446504;10;"Normal";30;"NAKHON RATCHASIMA";15/8/1995 0:00:00;3.22
2557;447199;10;"Normal";12;"PATHUM THANI";6/11/1995 0:00:00;3.04
2557;447200;10;"Normal";1;"BANGKOK";17/8/1995 0:00:00;2.64
2557;447201;10;"Normal";1;"BANGKOK";4/8/1997 0:00:00;450
2557;447202;10;"Normal";1;"BANGKOK";23/3/1996 0:00:00;2.41
2557;447203;10;"Normal";12;"PATHUM THANI";24/10/1994 0:00:00;2.78
2557;447204;10;"Normal";1;"BANGKOK";24/2/1993 0:00:00;3.3
2557;447205;10;"Normal";1;"BANGKOK";16/6/1994 0:00:00;2.56
2557;447206;10;"Normal";30;"NAKHON RATCHASIMA";20/9/1995 0:00:00;2.8
2557;447207;10;"Normal";71;"KANCHANABURI";2/11/1994 0:00:00;2.76
2557;447208;90;"Not Registration for New Students";;;;
2557;447209;10;"Normal";30;"NAKHON RATCHASIMA";20/10/1995 0:00:00;3.52
2557;447210;90;"Not Registration for New Students";;;;
2557;447211;10;"Normal";1;"BANGKOK";2/10/1994 0:00:00;2.7
2557;447212;10;"Normal";40;"KHON KAEN";22/3/1996 0:00:00;2.46
2557;447213;10;"Normal";12;"PATHUM THANI";1/5/1996 0:00:00;2.3
2557;447214;10;"Normal";1;"BANGKOK";28/12/1993 0:00:00;2.63
2557;447215;10;"Normal";54;"PHRAE";6/1/1991 0:00:00;2.46
2557;447216;10;"Normal";1;"BANGKOK";3/10/1995 0:00:00;3.05
2557;447217;90;"Not Registration for New Students";;;;
2557;447218;10;"Normal";60;"NAKHON SAWAN";20/11/1994 0:00:00;2.45
2557;447219;10;"Normal";32;"SURIN";21/11/1996 0:00:00;3.13
2557;447220;10;"Normal";50;"CHIANG MAI";2/5/1995 0:00:00;2.85
2557;447221;10;"Normal";72;"SUPHAN BURI";20/3/1996 0:00:00;2.77
2557;447222;10;"Normal";1;"BANGKOK";26/11/1995 0:00:00;3.02
2557;447223;10;"Normal";21;"RAYONG";8/9/1994 0:00:00;2.8
2557;447224;10;"Normal";1;"BANGKOK";8/10/1994 0:00:00;2.79
2557;447225;10;"Normal";84;"SURAT THANI";14/8/1995 0:00:00;2.21
2557;447226;10;"Normal";42;"LOEI";2/7/1995 0:00:00;2.32
2557;447227;10;"Normal";11;"NONTHABURI";18/6/1995 0:00:00;2.19
2557;447228;90;"Not Registration for New Students";;;;
2557;447229;10;"Normal";1;"BANGKOK";1/5/1996 0:00:00;2.21
2557;447230;10;"Normal";1;"BANGKOK";18/1/1996 0:00:00;2.19
2557;447231;10;"Normal";16;"SING BURI";5/7/1992 0:00:00;2.37
2557;447232;10;"Normal";1;"BANGKOK";18/4/1996 0:00:00;2.84
2557;447233;10;"Normal";61;"UTHAI THANI";4/9/1995 0:00:00;2.89
2557;447234;10;"Normal";74;"SAMUT SAKHON";2/5/1996 0:00:00;2.89
2557;447235;90;"Not Registration for New Students";;;;
2557;447236;10;"Normal";12;"PATHUM THANI";9/6/1994 0:00:00;2.83
2557;447237;10;"Normal";12;"PATHUM THANI";21/10/1994 0:00:00;3.45
2557;447238;10;"Normal";20;"CHON BURI";16/8/1995 0:00:00;3.22
2557;447239;10;"Normal";99;"N/A";4/10/1994 0:00:00;3.18
2557;447240;10;"Normal";48;"NAKHON PHANOM";22/7/1995 0:00:00;3.75
2557;447241;10;"Normal";13;"PHRA NAKHON SI AYUTTHAYA";23/9/1990 0:00:00;2.6
2557;447242;10;"Normal";34;"UBON RATCHATHANI";31/10/1995 0:00:00;2.93
2557;447243;10;"Normal";84;"SURAT THANI";5/3/1993 0:00:00;2.08
